SeqSampleID,Population,Line,Rep,PlantingBlock,Tube,Flower,Long_Stamens,Short_Stamens,Elev_m
Hor-16,HOR,16,c,3,1,1,4,2,413
Hor-16,HOR,16,c,3,1,2,3,2,413
Hor-16,HOR,16,c,3,1,3,4,2,413
Hor-16,HOR,16,c,3,2,1,4,0,413
Hor-16,HOR,16,c,3,2,2,4,0,413
Hor-16,HOR,16,c,3,2,3,4,1,413
Hor-16,HOR,16,d,3,1,1,4,2,413
Hor-16,HOR,16,d,3,1,2,4,2,413
Hor-16,HOR,16,d,3,1,3,4,2,413
Hor-16,HOR,16,d,3,2,1,4,1,413
Hor-16,HOR,16,d,3,2,2,4,1,413
Hor-16,HOR,16,d,3,2,3,4,1,413
MUR15,MUR,15,A,1,77,1,4,2,836
MUR15,MUR,15,A,1,77,2,4,2,836
MUR15,MUR,15,A,1,161,1,4,2,836
MUR15,MUR,15,A,1,285,1,4,2,836
MUR15,MUR,15,A,1,285,2,4,2,836
MUR15,MUR,15,B,1,75,1,4,2,836
MUR15,MUR,15,B,1,75,2,4,2,836
MUR15,MUR,15,B,1,153,1,4,2,836
MUR15,MUR,15,B,1,153,2,4,2,836
MUR15,MUR,15,B,1,227,1,4,2,836
MUR15,MUR,15,B,1,227,2,4,2,836
MUR16,MUR,16,A,1,16,1,4,2,836
MUR16,MUR,16,A,1,16,2,4,2,836
MUR16,MUR,16,A,1,57,1,4,1,836
MUR16,MUR,16,A,1,57,2,4,1,836
MUR16,MUR,16,A,1,183,1,4,2,836
MUR16,MUR,16,A,1,183,2,4,2,836
MUR16,MUR,16,B,1,50,1,4,2,836
MUR16,MUR,16,B,1,50,2,4,2,836
MUR17,MUR,17,C,2,369,1,4,0,836
MUR17,MUR,17,C,2,369,2,4,2,836
MUR17,MUR,17,C,2,391,1,4,2,836
MUR17,MUR,17,C,2,391,2,4,2,836
MUR17,MUR,17,C,2,402,1,4,1,836
MUR17,MUR,17,C,2,402,2,4,2,836
Mur-20,MUR,20,A,1,108,1,4,2,836
Mur-20,MUR,20,A,1,108,2,4,2,836
Mur-20,MUR,20,A,1,210,1,4,1,836
Mur-20,MUR,20,A,1,210,2,4,2,836
Mur-20,MUR,20,A,1,267,1,4,2,836
Mur-20,MUR,20,B,1,155,1,4,1,836
Mur-20,MUR,20,B,1,155,2,4,2,836
Mur-20,MUR,20,B,1,228,1,4,0,836
Mur-20,MUR,20,B,1,228,2,4,1,836
Mur-20,MUR,20,B,1,283,1,4,0,836
Mur-20,MUR,20,B,1,283,2,4,0,836
PAL6,PAL,6,A,1,13,1,4,1,1585
PAL6,PAL,6,A,1,13,2,4,2,1585
PAL6,PAL,6,A,1,37,1,4,1,1585
PAL6,PAL,6,A,1,37,2,4,2,1585
PAL6,PAL,6,A,1,162,1,4,2,1585
PAL6,PAL,6,A,1,162,2,4,2,1585
PAL6,PAL,6,B,1,2,1,4,2,1585
PAL6,PAL,6,B,1,2,2,4,2,1585
PAL6,PAL,6,B,1,28,1,4,2,1585
PAL6,PAL,6,B,1,28,2,4,2,1585
Pal-7,PAL,7,b,3,1,1,4,2,1585
Pal-7,PAL,7,b,3,1,2,4,2,1585
Pal-7,PAL,7,b,3,1,3,4,2,1585
Pal-7,PAL,7,b,3,2,1,4,2,1585
Pal-7,PAL,7,b,3,2,2,4,2,1585
Pal-7,PAL,7,b,3,2,3,4,2,1585
Pal-7,PAL,7,b,3,3,1,4,2,1585
Pal-7,PAL,7,b,3,3,2,4,2,1585
Pal-7,PAL,7,b,3,3,3,4,2,1585
Pal-7,PAL,7,c,3,1,1,4,2,1585
Pal-7,PAL,7,c,3,1,2,4,2,1585
Pal-7,PAL,7,c,3,1,3,4,2,1585
Pal-7,PAL,7,c,3,2,1,4,2,1585
Pal-7,PAL,7,c,3,2,2,4,2,1585
Pal-7,PAL,7,c,3,2,3,4,2,1585
Pal-7,PAL,7,c,3,3,1,4,2,1585
Pal-7,PAL,7,c,3,3,2,4,2,1585
Pal-7,PAL,7,c,3,3,3,4,2,1585
Pal-7,PAL,7,d,3,1,1,4,2,1585
Pal-7,PAL,7,d,3,1,2,4,2,1585
Pal-7,PAL,7,d,3,1,3,3,2,1585
Pal-7,PAL,7,d,3,2,1,4,2,1585
Pal-7,PAL,7,d,3,2,2,4,2,1585
Pal-7,PAL,7,d,3,2,3,4,2,1585
Pal-7,PAL,7,d,3,3,1,4,2,1585
Pal-7,PAL,7,d,3,3,2,4,2,1585
Pal-7,PAL,7,d,3,3,3,4,2,1585
Pal-12,PAL,12,C,2,348,1,4,2,1585
Pal-12,PAL,12,C,2,348,2,4,2,1585
Pal-12,PAL,12,C,2,367,1,4,2,1585
Pal-12,PAL,12,C,2,367,2,4,2,1585
PAL16,PAL,16,a,3,1,1,3,2,1585
PAL16,PAL,16,a,3,1,2,3,2,1585
PAL16,PAL,16,a,3,1,3,3,2,1585
PAL16,PAL,16,a,3,2,1,4,2,1585
PAL16,PAL,16,a,3,2,2,4,2,1585
PAL16,PAL,16,a,3,2,3,4,2,1585
PAL16,PAL,16,a,3,3,1,4,2,1585
PAL16,PAL,16,a,3,3,2,4,2,1585
PAL16,PAL,16,a,3,3,3,4,2,1585
PAL16,PAL,16,b,3,1,1,4,2,1585
PAL16,PAL,16,b,3,1,2,4,2,1585
PAL16,PAL,16,b,3,1,3,4,2,1585
PAL16,PAL,16,b,3,2,1,4,2,1585
PAL16,PAL,16,b,3,2,2,4,2,1585
PAL16,PAL,16,b,3,2,3,4,2,1585
PAL16,PAL,16,c,3,1,1,4,2,1585
PAL16,PAL,16,c,3,1,2,3,2,1585
PAL16,PAL,16,c,3,1,3,4,2,1585
PAL16,PAL,16,c,3,2,1,4,2,1585
PAL16,PAL,16,c,3,2,2,4,2,1585
PAL16,PAL,16,c,3,2,3,4,2,1585
PAL16,PAL,16,c,3,3,1,4,2,1585
PAL16,PAL,16,c,3,3,2,4,2,1585
PAL16,PAL,16,c,3,3,3,4,2,1585
PAL16,PAL,16,d,3,1,1,4,2,1585
PAL16,PAL,16,d,3,1,2,4,2,1585
PAL16,PAL,16,d,3,1,3,4,2,1585
PAL16,PAL,16,d,3,2,1,4,2,1585
PAL16,PAL,16,d,3,2,2,4,2,1585
PAL16,PAL,16,d,3,2,3,4,2,1585
PAL16,PAL,16,d,3,3,1,4,2,1585
PAL16,PAL,16,d,3,3,2,4,2,1585
PAL16,PAL,16,d,3,3,3,4,2,1585
PAN1,PAN,1,C,2,393,1,4,0,1706
PAN1,PAN,1,C,2,393,2,4,1,1706
PAN1,PAN,1,C,2,403,1,2,1,1706
PAN1,PAN,1,C,2,403,2,4,2,1706
PAN1,PAN,1,C,2,410,1,4,2,1706
PAN1,PAN,1,C,2,410,2,4,2,1706
PAN5,PAN,5,C,2,416,1,4,2,1706
PAN5,PAN,5,C,2,416,2,4,2,1706
PAN5,PAN,5,C,2,420,1,4,2,1706
PAN5,PAN,5,C,2,420,2,4,2,1706
PAN5,PAN,5,C,2,422,1,4,2,1706
PAN5,PAN,5,C,2,422,2,4,2,1706
Pan-9,PAN,9,C,2,395,1,4,1,1706
Pan-9,PAN,9,C,2,395,2,4,2,1706
Pan-9,PAN,9,C,2,405,1,4,2,1706
Pan-9,PAN,9,C,2,405,2,4,2,1706
Pan-9,PAN,9,C,2,412,1,4,2,1706
Pan-9,PAN,9,C,2,412,2,4,2,1706
Pin-3,PIN,3,a,3,1,1,4,0,177
Pin-3,PIN,3,a,3,1,2,4,0,177
Pin-3,PIN,3,a,3,1,3,4,2,177
Pin-3,PIN,3,a,3,2,1,4,2,177
Pin-3,PIN,3,a,3,2,2,4,0,177
Pin-3,PIN,3,a,3,2,3,4,0,177
Pin-3,PIN,3,a,3,3,1,4,0,177
Pin-3,PIN,3,a,3,3,2,4,1,177
Pin-3,PIN,3,a,3,3,3,4,0,177
Pin-3,PIN,3,b,3,1,1,4,1,177
Pin-3,PIN,3,b,3,1,2,4,0,177
Pin-3,PIN,3,b,3,1,3,4,1,177
Pin-3,PIN,3,b,3,2,1,4,1,177
Pin-3,PIN,3,b,3,2,2,4,1,177
Pin-3,PIN,3,b,3,2,3,4,1,177
Pin-3,PIN,3,b,3,3,1,4,0,177
Pin-3,PIN,3,b,3,3,2,4,2,177
Pin-3,PIN,3,b,3,3,3,4,1,177
Pin-3,PIN,3,c,3,1,1,4,1,177
Pin-3,PIN,3,c,3,1,2,4,2,177
Pin-3,PIN,3,c,3,1,3,4,1,177
Pin-3,PIN,3,c,3,2,1,4,1,177
Pin-3,PIN,3,c,3,2,2,4,2,177
Pin-3,PIN,3,c,3,2,3,4,2,177
Pin-6,PIN,6,a,3,1,1,4,2,177
Pin-6,PIN,6,a,3,1,2,4,2,177
Pin-6,PIN,6,a,3,1,3,4,2,177
Pin-6,PIN,6,a,3,2,1,4,2,177
Pin-6,PIN,6,a,3,2,2,4,0,177
Pin-6,PIN,6,a,3,2,3,4,1,177
Pin-6,PIN,6,a,3,3,1,4,0,177
Pin-6,PIN,6,a,3,3,2,4,1,177
Pin-6,PIN,6,a,3,3,3,4,1,177
Pin-6,PIN,6,b,3,1,1,4,1,177
Pin-6,PIN,6,b,3,1,2,4,2,177
Pin-6,PIN,6,b,3,1,3,4,2,177
Pin-6,PIN,6,b,3,2,1,3,2,177
Pin-6,PIN,6,b,3,2,2,4,2,177
Pin-6,PIN,6,b,3,2,3,4,2,177
Pin-6,PIN,6,b,3,3,1,4,0,177
Pin-6,PIN,6,b,3,3,2,4,1,177
Pin-6,PIN,6,b,3,3,3,4,0,177
Pin-6,PIN,6,c,3,1,1,4,2,177
Pin-6,PIN,6,c,3,1,2,4,2,177
Pin-6,PIN,6,c,3,1,3,4,2,177
Pin-6,PIN,6,c,3,2,1,4,2,177
Pin-6,PIN,6,c,3,2,2,4,2,177
Pin-6,PIN,6,c,3,2,3,4,2,177
Pin-6,PIN,6,c,3,3,1,4,0,177
Pin-6,PIN,6,c,3,3,2,4,2,177
Pin-6,PIN,6,c,3,3,3,4,1,177
Pin-6,PIN,6,d,3,1,1,4,2,177
Pin-6,PIN,6,d,3,1,2,4,2,177
Pin-6,PIN,6,d,3,1,3,4,1,177
Pin-6,PIN,6,d,3,2,1,4,2,177
Pin-6,PIN,6,d,3,2,2,4,2,177
Pin-6,PIN,6,d,3,2,3,4,2,177
Pin-6,PIN,6,d,3,3,1,4,1,177
Pin-6,PIN,6,d,3,3,2,4,1,177
Pin-6,PIN,6,d,3,3,3,4,0,177
Pin-7,PIN,7,A,1,51,1,4,0,177
Pin-7,PIN,7,A,1,100,1,4,2,177
Pin-7,PIN,7,A,1,100,2,4,2,177
Pin-7,PIN,7,B,1,56,1,4,0,177
Pin-7,PIN,7,B,1,56,2,4,2,177
Pin-7,PIN,7,B,1,178,1,4,1,177
Pin-7,PIN,7,B,1,178,2,4,1,177
PIN9,PIN,9,A,1,82,1,4,0,177
PIN9,PIN,9,A,1,82,2,4,1,177
PIN9,PIN,9,A,1,167,1,4,0,177
PIN9,PIN,9,A,1,167,2,4,2,177
PIN9,PIN,9,A,1,286,1,4,2,177
PIN9,PIN,9,A,1,286,2,4,2,177
PIN9,PIN,9,B,1,48,1,4,0,177
PIN9,PIN,9,B,1,48,2,4,0,177
PIN9,PIN,9,B,1,110,1,4,1,177
PIN9,PIN,9,B,1,110,2,4,2,177
Pob-7,POB,7,A,1,86,1,4,2,665
Pob-7,POB,7,A,1,86,2,4,2,665
Pob-7,POB,7,A,1,140,1,4,2,665
Pob-7,POB,7,A,1,140,2,4,2,665
Pob-7,POB,7,A,1,221,1,4,2,665
Pob-7,POB,7,A,1,221,2,4,2,665
Pob-7,POB,7,A,1,226,1,4,2,665
Pob-7,POB,7,A,1,226,2,4,2,665
Pob-7,POB,7,B,1,149,1,4,2,665
Pob-7,POB,7,B,1,149,2,4,2,665
Pob-7,POB,7,B,1,225,1,4,2,665
Pob-7,POB,7,B,1,225,2,4,2,665
Pob-7,POB,7,B,1,279,1,4,2,665
Pob-10,POB,10,B,1,158,1,4,2,665
Pob-16,POB,16,A,1,203,1,4,2,665
Pob-16,POB,16,A,1,203,2,4,2,665
Pob-16,POB,16,A,1,261,1,4,2,665
Pob-16,POB,16,A,1,261,2,4,2,665
Pob-16,POB,16,A,1,299,1,4,2,665
Pob-16,POB,16,A,1,299,2,4,2,665
Pob-16,POB,16,B,1,113,1,4,2,665
Pob-16,POB,16,B,1,113,2,4,2,665
Pob-16,POB,16,B,1,214,1,4,2,665
Pob-16,POB,16,B,1,214,2,4,2,665
Pob-19,POB,19,B,1,92,1,4,2,665
RAB4,RAB,4,a,3,1,1,4,2,61
RAB4,RAB,4,a,3,1,2,4,2,61
RAB4,RAB,4,a,3,1,3,4,2,61
RAB4,RAB,4,a,3,2,1,4,2,61
RAB4,RAB,4,a,3,2,2,4,2,61
RAB4,RAB,4,a,3,2,3,4,2,61
RAB4,RAB,4,a,3,3,1,4,1,61
RAB4,RAB,4,a,3,3,2,4,0,61
RAB4,RAB,4,a,3,3,3,4,2,61
RAB4,RAB,4,b,3,1,1,4,1,61
RAB4,RAB,4,b,3,1,2,4,0,61
RAB4,RAB,4,b,3,1,3,4,0,61
RAB4,RAB,4,b,3,2,1,4,2,61
RAB4,RAB,4,b,3,2,2,4,2,61
RAB4,RAB,4,b,3,2,3,4,2,61
RAB4,RAB,4,b,3,3,1,4,2,61
RAB4,RAB,4,b,3,3,2,4,2,61
RAB4,RAB,4,b,3,3,3,4,1,61
RAB4,RAB,4,c,3,1,1,4,1,61
RAB4,RAB,4,c,3,1,2,4,1,61
RAB4,RAB,4,c,3,1,3,4,0,61
RAB4,RAB,4,c,3,2,1,4,2,61
RAB4,RAB,4,c,3,2,2,4,2,61
RAB4,RAB,4,c,3,2,3,4,2,61
RAB4,RAB,4,c,3,3,1,3,2,61
RAB4,RAB,4,c,3,3,2,3,2,61
RAB4,RAB,4,c,3,3,3,4,2,61
RAB4,RAB,4,d,3,1,1,4,2,61
RAB4,RAB,4,d,3,1,2,4,2,61
RAB4,RAB,4,d,3,1,3,4,2,61
RAB4,RAB,4,d,3,2,1,4,2,61
Rab-9,RAB,9,a,3,1,1,4,2,61
Rab-9,RAB,9,a,3,1,2,4,2,61
Rab-9,RAB,9,a,3,1,3,4,1,61
Rab-9,RAB,9,a,3,2,1,4,1,61
Rab-9,RAB,9,a,3,2,2,4,2,61
Rab-9,RAB,9,a,3,2,3,4,1,61
Rab-9,RAB,9,a,3,3,1,4,2,61
Rab-9,RAB,9,a,3,3,2,4,0,61
Rab-9,RAB,9,a,3,3,3,4,1,61
Rab-9,RAB,9,b,3,1,1,4,0,61
Rab-9,RAB,9,b,3,1,2,4,0,61
Rab-9,RAB,9,b,3,1,3,3,0,61
Rab-9,RAB,9,b,3,2,1,4,2,61
Rab-9,RAB,9,b,3,2,2,4,2,61
Rab-9,RAB,9,b,3,2,3,4,2,61
Rab-9,RAB,9,b,3,3,1,4,1,61
Rab-9,RAB,9,c,3,1,1,4,0,61
Rab-9,RAB,9,c,3,1,2,4,1,61
Rab-9,RAB,9,c,3,1,3,4,1,61
Rab-9,RAB,9,c,3,2,1,4,2,61
Rab-9,RAB,9,c,3,2,2,4,2,61
Rab-9,RAB,9,c,3,2,3,4,2,61
Rab-9,RAB,9,c,3,3,1,4,1,61
Rab-9,RAB,9,c,3,3,2,4,0,61
Rab-9,RAB,9,d,3,1,1,4,0,61
Rab-9,RAB,9,d,3,1,2,4,0,61
Rab-9,RAB,9,d,3,1,3,4,0,61
Rab-9,RAB,9,d,3,2,1,4,2,61
Rab-9,RAB,9,d,3,2,2,4,1,61
Rab-9,RAB,9,d,3,2,3,4,1,61
Rab-9,RAB,9,d,3,3,1,4,2,61
Rab-9,RAB,9,d,3,3,2,4,2,61
Rab-9,RAB,9,d,3,3,3,4,2,61
Rab-17,RAB,17,A,1,29,1,4,0,61
Rab-17,RAB,17,A,1,29,2,4,1,61
Rab-17,RAB,17,A,1,119,1,4,0,61
Rab-17,RAB,17,A,1,119,2,4,2,61
Rab-17,RAB,17,B,1,10,1,4,2,61
Rab-17,RAB,17,B,1,10,2,4,2,61
Rab-17,RAB,17,B,1,35,1,4,1,61
Rab-17,RAB,17,B,1,35,2,4,1,61
Rab-17,RAB,17,B,1,201,1,4,2,61
Rab-20,RAB,20,A,1,19,1,4,2,61
Rab-20,RAB,20,A,1,19,2,4,2,61
Rab-20,RAB,20,A,1,40,1,4,2,61
Rab-20,RAB,20,A,1,40,2,4,2,61
Rab-20,RAB,20,A,1,124,1,4,1,61
Rab-20,RAB,20,B,1,3,1,4,2,61
Rab-20,RAB,20,B,1,3,2,4,2,61
Rab-20,RAB,20,B,1,44,1,4,2,61
Rab-20,RAB,20,B,1,44,2,4,2,61
Rab-20,RAB,20,B,1,133,1,4,0,61
Rab-20,RAB,20,B,1,133,2,4,2,61
Spe-2,SAL,2,C,2,340,1,4,1,303
Spe-2,SAL,2,C,2,340,2,4,1,303
Spe-2,SAL,2,C,2,358,1,4,2,303
Spe-2,SAL,2,C,2,358,2,4,2,303
Spe-2,SAL,2,C,2,376,1,4,0,303
Spe-2,SAL,2,C,2,376,2,4,0,303
SPE5,SAL,5,A,1,83,1,4,0,303
SPE5,SAL,5,A,1,83,2,4,2,303
SPE5,SAL,5,A,1,168,1,4,2,303
SPE5,SAL,5,A,1,168,2,4,2,303
SPE5,SAL,5,C,2,352,1,4,1,303
SPE5,SAL,5,C,2,352,2,4,2,303
SPE5,SAL,5,C,2,356,1,4,1,303
SPE5,SAL,5,C,2,356,2,4,2,303
SPE5,SAL,5,C,2,372,1,4,0,303
SPE5,SAL,5,C,2,372,2,4,1,303
SPE5,SAL,5,C,2,385,1,4,0,303
SPE5,SAL,5,C,2,385,2,4,0,303
Spe-6,SAL,6,A,1,96,1,4,1,303
Spe-6,SAL,6,A,1,96,2,4,2,303
Spe-6,SAL,6,B,1,49,1,4,1,303
Spe-6,SAL,6,B,1,49,2,4,1,303
Spe-7,SAL,7,A,1,65,1,4,1,303
Spe-7,SAL,7,A,1,65,2,4,1,303
Spe-7,SAL,7,A,1,179,1,4,0,303
Spe-7,SAL,7,A,1,179,2,4,1,303
Spe-7,SAL,7,A,1,290,1,4,0,303
Spe-7,SAL,7,A,1,290,2,4,1,303
Spe-7,SAL,7,B,1,68,1,4,0,303
Spe-7,SAL,7,B,1,68,2,4,1,303
Spe-7,SAL,7,B,1,135,1,4,0,303
Spe-7,SAL,7,B,1,135,2,4,1,303
VDM9,VDM,9,A,1,129,1,4,2,991
VDM9,VDM,9,A,1,129,2,4,2,991
VDM9,VDM,9,A,1,252,1,4,2,991
VDM9,VDM,9,A,1,252,2,4,2,991
VDM9,VDM,9,A,1,296,1,4,2,991
VDM9,VDM,9,A,1,296,2,4,2,991
Vdm-17,VDM,17,A,1,185,1,4,1,991
Vdm-17,VDM,17,A,1,185,2,4,2,991
Vdm-17,VDM,17,A,1,244,1,4,2,991
Vdm-17,VDM,17,A,1,244,2,4,2,991
Vdm-17,VDM,17,B,1,116,1,4,2,991
Vdm-17,VDM,17,B,1,116,2,4,2,991
Vdm-17,VDM,17,B,1,217,1,3,2,991
Vdm-17,VDM,17,B,1,217,2,4,2,991
Vdm-17,VDM,17,B,1,272,1,4,2,991
Vdm-17,VDM,17,B,1,272,2,4,2,991
Vdm-20,VDM,20,A,1,117,1,3,2,991
Vdm-20,VDM,20,A,1,117,2,4,1,991
Vdm-20,VDM,20,A,1,218,1,4,1,991
Vdm-20,VDM,20,B,1,144,1,4,2,991
Vdm-20,VDM,20,B,1,144,2,4,2,991
Vdm-20,VDM,20,B,1,223,1,4,1,991
Vdm-20,VDM,20,B,1,223,2,4,2,991
Vdm-20,VDM,20,B,1,277,1,4,2,991
Vdm-20,VDM,20,B,1,277,2,4,2,991
VIE3,VIE,3,C,2,325,1,4,2,1605
VIE3,VIE,3,C,2,325,2,4,2,1605
VIE3,VIE,3,C,2,347,1,4,2,1605
VIE3,VIE,3,C,2,347,2,4,2,1605
VIE3,VIE,3,C,2,361,1,4,2,1605
VIE3,VIE,3,C,2,361,2,4,2,1605
Vie-4,VIE,4,A,1,127,1,4,2,1605
Vie-4,VIE,4,A,1,127,2,4,2,1605
Vie-4,VIE,4,A,1,250,1,4,2,1605
Vie-4,VIE,4,A,1,250,2,4,2,1605
Vie-4,VIE,4,B,1,220,1,4,1,1605
Vie-4,VIE,4,B,1,220,2,4,2,1605
Vie-4,VIE,4,B,1,278,1,4,2,1605
Vie-4,VIE,4,B,1,278,2,4,2,1605
Vie-4,VIE,4,B,1,304,1,4,2,1605
Vie-4,VIE,4,B,1,304,2,4,2,1605
Vie-6,VIE,6,b,3,1,1,4,2,1605
Vie-6,VIE,6,b,3,1,2,4,2,1605
Vie-6,VIE,6,b,3,1,3,4,2,1605
Vie-6,VIE,6,b,3,2,1,4,2,1605
Vie-6,VIE,6,b,3,2,2,4,2,1605
Vie-6,VIE,6,b,3,2,3,4,2,1605
Vie-6,VIE,6,b,3,3,1,4,2,1605
Vie-6,VIE,6,b,3,3,2,4,2,1605
Vie-6,VIE,6,b,3,3,3,4,2,1605
Vie-6,VIE,6,d,3,1,1,4,1,1605
Vie-6,VIE,6,d,3,1,2,4,2,1605
Vie-6,VIE,6,d,3,1,3,4,2,1605
Vie-6,VIE,6,d,3,2,1,4,2,1605
Vie-6,VIE,6,d,3,2,2,4,2,1605
Vie-6,VIE,6,d,3,2,3,4,2,1605
Vie-6,VIE,6,d,3,3,1,4,2,1605
Vie-6,VIE,6,d,3,3,2,4,2,1605
Vie-6,VIE,6,d,3,3,3,4,2,1605
VIE16,VIE,16,a,3,1,1,4,1,1605
VIE16,VIE,16,a,3,1,2,4,2,1605
VIE16,VIE,16,a,3,1,3,4,1,1605
VIE16,VIE,16,a,3,2,1,4,2,1605
VIE16,VIE,16,a,3,2,2,4,2,1605
VIE16,VIE,16,a,3,2,3,4,2,1605
VIE16,VIE,16,a,3,3,1,4,2,1605
VIE16,VIE,16,a,3,3,2,4,2,1605
VIE16,VIE,16,a,3,3,3,4,2,1605
VIE16,VIE,16,b,3,1,1,4,2,1605
VIE16,VIE,16,b,3,1,2,4,2,1605
VIE16,VIE,16,b,3,1,3,4,2,1605
VIE16,VIE,16,b,3,2,1,4,2,1605
VIE16,VIE,16,b,3,2,2,4,2,1605
VIE16,VIE,16,b,3,2,3,4,2,1605
VIE16,VIE,16,b,3,3,1,4,2,1605
VIE16,VIE,16,b,3,3,2,4,2,1605
VIE16,VIE,16,b,3,3,3,4,2,1605
VIE16,VIE,16,c,3,1,1,4,2,1605
VIE16,VIE,16,c,3,1,2,4,2,1605
VIE16,VIE,16,c,3,1,3,4,2,1605
VIE16,VIE,16,c,3,2,1,4,2,1605
VIE16,VIE,16,c,3,2,2,4,2,1605
VIE16,VIE,16,c,3,2,3,4,2,1605
VIE16,VIE,16,c,3,3,1,4,2,1605
VIE16,VIE,16,c,3,3,2,4,2,1605
VIE16,VIE,16,c,3,3,3,4,2,1605
